Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59,Emoji_60,Emoji_61,Emoji_62,Emoji_63
0.015339,0.0435281,0.0222838,0.014236,0.00206738,0.0153918,0.00410149,0.00224725,0.000724402,0.00354059,0.00747418,0.00169833,0.0176356,0.0167324,0.0164514,0.00331967,0.00147488,0.00318577,0.000504583,0.057015,0.0282976,0.00256789,0.0343464,0.00044145,0.000467577,0.0320192,0.00675854,0.0241766,0.00471113,0.0281262,0.00686296,0.00882142,0.0437905,0.00351046,0.0111057,0.0225255,0.00602984,0.0648842,0.0165939,0.0539756,0.00285578,0.0145343,0.0595768,0.0285946,0.00951333,0.0274933,0.00832754,0.000864228,0.00444692,0.00897216,0.00114886,0.026256,0.0333415,0.00369194,0.00742455,0.0355271,0.0311491,0.00398265,0.0162325,0.000979597,0.00121787,0.00193314,0.0156918,0.00728029
0.0145717,0.0232829,0.0272729,0.0221185,0.00101371,0.0195497,0.0050284,0.0145154,0.000594586,0.0229805,0.0146114,0.00113878,0.0140576,0.00651158,0.0168143,0.0207947,0.00869306,0.00737369,0.00109621,0.0120268,0.0476579,0.00515044,0.0302096,0.00131491,0.000147978,0.0221925,0.0408185,0.0175891,0.00598136,0.0242832,0.00887864,0.0123128,0.0200267,0.00478082,0.0205932,0.0221873,0.00982624,0.0178777,0.0173425,0.00421523,0.00646329,0.214656,0.0136467,0.0121974,0.0178462,0.0172675,0.00779288,0.000349452,0.00143258,0.00727932,0.00771166,0.0142091,0.00925221,0.0118048,0.0116475,0.0151968,0.00991482,0.00413989,0.00858457,0.000577092,0.000590982,0.000848991,0.017869,0.00128863
0.0147192,0.0123741,0.0128271,0.0198788,0.0031749,0.0294659,0.0147467,0.00634886,0.00125686,0.0106647,0.0118176,0.0042195,0.0171867,0.0088914,0.00775969,0.0118366,0.00544374,0.0176595,0.00092716,0.0155425,0.0136932,0.0089327,0.0273207,0.000773191,0.00115611,0.0186496,0.0171763,0.025384,0.0116608,0.0165338,0.0174323,0.0213148,0.0184303,0.0146426,0.0442001,0.027376,0.00410233,0.0194356,0.0208503,0.00957843,0.0131214,0.0189059,0.0129009,0.0148777,0.0127805,0.016487,0.0298508,0.00131169,0.00422179,0.015519,0.00683439,0.0161554,0.0163554,0.0104382,0.00844482,0.0183925,0.168086,0.0129026,0.00772376,0.000926993,0.000836086,0.00149552,0.0221819,0.00386535
0.0317985,0.0160811,0.00832883,0.014738,0.00341042,0.0077697,0.0169872,0.0115099,0.00244235,0.0212171,0.0197435,0.00643895,0.0384383,0.0102153,0.00572811,0.0122865,0.00809048,0.0167685,0.00202124,0.0286792,0.0576986,0.0112807,0.0150628,0.00116007,0.000917526,0.0290319,0.0243307,0.00844302,0.0117271,0.0091366,0.0183479,0.0435134,0.00972074,0.034161,0.0116632,0.0149425,0.00831729,0.0127264,0.00797788,0.0133621,0.0181681,0.0209221,0.0350606,0.0104855,0.0406488,0.0195573,0.00605529,0.00189336,0.0045281,0.0105939,0.0105463,0.0348297,0.0138988,0.0200638,0.0135697,0.00980898,0.00750504,0.0339373,0.0141705,0.00204486,0.00182349,0.0041613,0.0332473,0.00626533
0.00810492,0.00699817,0.0163042,0.00844068,0.00528749,0.00741959,0.00974036,0.00247306,0.0029383,0.0216517,0.00677601,0.107773,0.003502,0.0319977,0.009845,0.0109062,0.00251755,0.0126293,0.00264133,0.00728572,0.00872254,0.00316426,0.00575002,0.00188997,0.00253636,0.00445854,0.0123779,0.00649602,0.00772713,0.0124158,0.0096825,0.0235347,0.00576701,0.00240679,0.00742476,0.00825431,0.00959236,0.016732,0.0113187,0.00853071,0.0112667,0.0104404,0.0117257,0.00676213,0.0760758,0.00817607,0.00619182,0.00324469,0.169634,0.0109088,0.00824654,0.0104118,0.00610726,0.00306817,0.0199279,0.00492596,0.0890684,0.0460909,0.0251096,0.0018626,0.0016607,0.0020764,0.009794,0.00320882
0.0154355,0.0408445,0.0164285,0.0143675,0.00415526,0.0260304,0.011625,0.0103475,0.00290384,0.0157203,0.0210833,0.0222417,0.0239548,0.00519897,0.023585,0.0143564,0.0106776,0.00637942,0.00245687,0.0405745,0.0299198,0.00268357,0.0471155,0.00120895,0.00263126,0.0477629,0.0081906,0.0355102,0.0151326,0.0187099,0.00835965,0.00783061,0.0145628,0.0178719,0.0213323,0.0316758,0.0065056,0.0168652,0.00725642,0.0176648,0.00911243,0.0195622,0.0248372,0.0309252,0.00703915,0.031172,0.0114803,0.00290378,0.0137464,0.0101905,0.0069601,0.0125737,0.0220997,0.0197716,0.00889641,0.0210832,0.00553726,0.00548625,0.00942249,0.00280911,0.00213775,0.00348127,0.0258474,0.00576727
0.0143293,0.00171048,0.00352653,0.00399925,0.00754633,0.000957063,0.068292,0.00819767,0.00161866,0.0535241,0.0169267,0.0140341,0.00505453,0.0426061,0.00594148,0.029214,0.00696924,0.0511866,0.00170885,0.00215704,0.012092,0.0148525,0.00214045,0.00132314,0.00126915,0.00239997,0.0344689,0.000774683,0.00598175,0.00266671,0.0133411,0.104885,0.00100806,0.0458761,0.00135007,0.00345184,0.0157984,0.00668777,0.00369477,0.00408845,0.0487594,0.0218417,0.0067706,0.0010568,0.0792852,0.00234229,0.000610157,0.0014894,0.0147676,0.0107585,0.0217828,0.013659,0.00158493,0.0148542,0.0226994,0.00111252,0.00561221,0.0532232,0.0164072,0.00157358,0.00158112,0.00212257,0.0154507,0.023004
0.0746168,0.0127585,0.0155213,0.0270111,0.00821282,0.00351446,0.0184361,0.00379562,0.00193145,0.0110967,0.0127819,0.000677133,0.0693876,0.0135975,0.0175004,0.0048343,0.00328963,0.00935036,0.00123104,0.0204851,0.0328508,0.0025716,0.0198903,0.00124403,0.00102939,0.0303428,0.00773394,0.00363451,0.0232026,0.0123411,0.0253826,0.015478,0.00601209,0.0136064,0.00536144,0.00933438,0.00909915,0.0076121,0.0107608,0.0673381,0.0199255,0.0830718,0.0106359,0.00726949,0.00940266,0.00830662,0.00312288,0.00161057,0.00053871,0.026263,0.00544246,0.0903875,0.0154293,0.0121157,0.00991486,0.00538176,0.0135408,0.00525085,0.00735045,0.00133279,0.00111075,0.00225399,0.022308,0.00317766
0.0103871,0.00165113,0.00519928,0.00519048,0.00987433,0.00183221,0.0259716,0.00261757,0.00665631,0.0108839,0.00866415,0.0540456,0.00786774,0.0230678,0.00321366,0.00600716,0.00362987,0.0139724,0.00321531,0.00202216,0.00571072,0.00471854,0.00180617,0.00405723,0.0103945,0.00228723,0.00494352,0.00166265,0.00864066,0.00509632,0.0135737,0.0378681,0.0029161,0.0120093,0.00300769,0.00349093,0.0112006,0.0180291,0.00412789,0.0115861,0.0127293,0.0148002,0.144839,0.00251718,0.067787,0.00287017,0.00306108,0.00820632,0.227721,0.0126182,0.00482731,0.00940877,0.00363645,0.00432638,0.0140287,0.00265631,0.0055915,0.0351183,0.0233265,0.00300775,0.00225727,0.00383871,0.0131877,0.00454199
0.0111787,0.00339974,0.00271382,0.00313425,0.0192133,0.00199821,0.063881,0.0387812,0.00593935,0.0273321,0.0240803,0.00782998,0.00711116,0.0132283,0.00378273,0.0368126,0.0295427,0.0276381,0.00735547,0.00568209,0.0245756,0.00958533,0.00493613,0.00226517,0.00390376,0.00698957,0.0120505,0.00272323,0.0111069,0.00198664,0.0122707,0.0433238,0.00365994,0.0796487,0.00318946,0.0046063,0.0287872,0.00564036,0.00194533,0.00162389,0.0319333,0.0623856,0.00407344,0.00331697,0.0438882,0.00495152,0.00178872,0.00662198,0.00393557,0.00866847,0.0360915,0.00965738,0.00177952,0.0332995,0.0267872,0.00568576,0.00164312,0.0201797,0.011958,0.00567293,0.00685387,0.0115173,0.0229971,0.0288599
0.00363799,0.00934897,0.0135202,0.00845165,0.0131745,0.00968673,0.0225062,0.0270274,0.0135912,0.0129624,0.0175788,0.0140058,0.0123059,0.0152013,0.0212498,0.0276887,0.0217526,0.0212553,0.00947461,0.01349,0.0191032,0.0165785,0.00834894,0.00603171,0.0128252,0.0147177,0.0128587,0.0118272,0.00660978,0.0160909,0.0372683,0.0447993,0.0118643,0.02437,0.00764929,0.0169375,0.0149606,0.0142881,0.0042277,0.00731554,0.0165276,0.00994945,0.034184,0.00979136,0.0444057,0.0208536,0.0095531,0.0131589,0.0281887,0.00857201,0.0146729,0.00877519,0.0117956,0.0204411,0.0192816,0.00874318,0.00384518,0.0314421,0.0121867,0.00964544,0.00697322,0.00751015,0.0192488,0.013672
0.0111897,0.00619226,0.00449963,0.0122045,0.0291361,0.00844493,0.0197073,0.00837681,0.0222789,0.00917101,0.0103646,0.0366135,0.00671234,0.00500781,0.00932621,0.00813846,0.0158649,0.0161057,0.0136346,0.00753444,0.00706963,0.0176283,0.00483645,0.00724525,0.0695284,0.00540628,0.00686321,0.0129221,0.0128556,0.00832718,0.0195249,0.0138157,0.0149915,0.0194353,0.0194961,0.0175864,0.0121722,0.012588,0.00962268,0.0158594,0.0264357,0.00678769,0.0178293,0.0181731,0.0111525,0.0154671,0.0250833,0.0381046,0.0317462,0.0116048,0.00939243,0.00430077,0.0152959,0.0158412,0.0110438,0.0194192,0.00763028,0.0398532,0.0288251,0.0151901,0.0113619,0.0295005,0.0106524,0.0110307
0.0125599,0.00655035,0.00767857,0.00544879,0.0128856,0.00522709,0.0202855,0.0102186,0.00540324,0.0268228,0.0276481,0.123529,0.0295987,0.00470138,0.00877817,0.0191596,0.0144018,0.0105018,0.0059207,0.0084415,0.0261319,0.00447365,0.0150432,0.00199275,0.00410077,0.0145861,0.0140601,0.00608094,0.0275021,0.00748202,0.00896192,0.021131,0.00328428,0.016791,0.00524459,0.00814039,0.0149575,0.00546117,0.0039527,0.00773285,0.0105833,0.0489226,0.0125969,0.00871999,0.0177054,0.0115728,0.00402143,0.00462533,0.114697,0.032092,0.011019,0.0108739,0.0108338,0.0147454,0.0181179,0.00346519,0.00731879,0.00455594,0.00419909,0.00474738,0.00471972,0.0056358,0.0395749,0.0117844
0.0271335,0.0239526,0.0234786,0.04179,0.00190837,0.0371175,0.00572026,0.00283431,0.000760341,0.00688847,0.00833486,0.00220881,0.0415589,0.00409846,0.0170097,0.00445167,0.00190029,0.00958155,0.000436891,0.0302991,0.0188543,0.00581722,0.0474691,0.000257726,0.000401461,0.0435629,0.00559176,0.0373712,0.00985453,0.025206,0.00757026,0.00715447,0.0130022,0.00660698,0.0571209,0.0465161,0.00218,0.0152628,0.0200439,0.0100109,0.0133376,0.040119,0.0187165,0.0188244,0.00929398,0.0325321,0.0436923,0.000609269,0.00205412,0.00927748,0.00220258,0.030408,0.0175929,0.00716772,0.00418457,0.0121927,0.0353263,0.00370549,0.00622764,0.000475283,0.000491341,0.000859628,0.0179425,0.00144777
0.00917133,0.00929382,0.00577345,0.00497524,0.00353414,0.0061333,0.0220627,0.00779093,0.00646797,0.0177958,0.0128631,0.15139,0.00639455,0.0264898,0.0130695,0.0160115,0.00797933,0.013947,0.0036078,0.0123252,0.0126939,0.00803406,0.00804724,0.00286292,0.00800279,0.0110134,0.0153812,0.00797103,0.00521258,0.00600342,0.0281423,0.0478138,0.00631638,0.0277503,0.00653873,0.0111297,0.00914428,0.0106577,0.00863835,0.00679236,0.0151715,0.0171979,0.0202465,0.00877814,0.0265155,0.0125518,0.00516396,0.00707266,0.0785676,0.00793061,0.0205877,0.0158101,0.0099459,0.0125091,0.0201659,0.00720484,0.00683837,0.0336409,0.0245217,0.00432185,0.00222865,0.00810882,0.0129417,0.0167554
0.0312367,0.0129183,0.0202002,0.0468754,0.00810602,0.0177687,0.00964155,0.00873127,0.00231216,0.0133125,0.0160809,0.00561855,0.0350405,0.00774666,0.0123537,0.0113682,0.00744183,0.0245652,0.00253371,0.0191959,0.0162158,0.00847229,0.0251067,0.00111431,0.00136025,0.0250208,0.0112874,0.019004,0.00954997,0.0202476,0.0112831,0.0128192,0.00700941,0.0120503,0.0482107,0.0310056,0.0072842,0.00865052,0.00612898,0.00656798,0.0261199,0.113535,0.0105452,0.0101224,0.0189527,0.0194908,0.0331759,0.00208397,0.00618906,0.014823,0.00638315,0.0334574,0.0108252,0.0161612,0.00981326,0.00602293,0.0107566,0.00548579,0.00863681,0.00205224,0.00243964,0.00223422,0.0212224,0.008034
0.00412074,0.00626661,0.00337616,0.0016681,0.00108883,0.00907707,0.0151051,0.00925795,0.00334737,0.0381113,0.014186,0.0591446,0.0170589,0.0480201,0.0135344,0.0312569,0.00964825,0.011213,0.002115,0.00525911,0.0100785,0.00918504,0.0143513,0.00408237,0.00697279,0.0107667,0.0134713,0.00755029,0.00643704,0.00232132,0.0433379,0.0356206,0.00231284,0.0118448,0.0028237,0.0115024,0.0106301,0.0128613,0.0110749,0.004003,0.0169762,0.0899471,0.00697752,0.00503666,0.0891589,0.00833573,0.00296223,0.0034924,0.0647872,0.00814103,0.0312068,0.00556678,0.00391374,0.0109976,0.0187863,0.00308554,0.00687883,0.0280882,0.0227108,0.00226164,0.00128288,0.00611165,0.0162034,0.0130074
0.0198818,0.0256263,0.0252297,0.0191592,0.00780094,0.00764309,0.0180363,0.00603535,0.000479878,0.0204995,0.0174754,0.000229953,0.0916534,0.0127392,0.00883956,0.0110609,0.00211993,0.0332712,0.000214624,0.0429853,0.0421844,0.0097027,0.0264357,0.000430219,0.000151758,0.0419345,0.0121217,0.00941905,0.00336493,0.0192643,0.00699659,0.0407658,0.0259598,0.0113007,0.00835991,0.014317,0.00890221,0.0311171,0.00539585,0.00233495,0.0176137,0.0528402,0.0279875,0.00874087,0.0348874,0.0200265,0.00421306,0.000397645,0.000429464,0.00447931,0.00374698,0.0370333,0.0135842,0.00691785,0.0125124,0.0134289,0.00511962,0.00853983,0.00386306,0.000414157,0.000348809,0.000348345,0.0298541,0.00123217
0.00964619,0.00158947,0.00337399,0.0020063,0.00643122,0.000560698,0.0127476,0.00396801,0.000750373,0.0666789,0.0134254,0.0289904,0.0175163,0.0125857,0.0091908,0.0148224,0.0028722,0.0161172,0.00074568,0.00177859,0.0149934,0.00618529,0.00231989,0.0021209,0.000726984,0.00299357,0.0118924,0.000421185,0.0119484,0.00216033,0.0512286,0.0547141,0.000635716,0.00819909,0.000527892,0.00178511,0.0173918,0.00914985,0.00612781,0.00277275,0.0367856,0.244121,0.00309524,0.000840688,0.0730905,0.00155068,0.000360726,0.000783984,0.0269977,0.0115236,0.0284531,0.00999886,0.00101455,0.00791824,0.0459089,0.000907489,0.00327332,0.0313603,0.0119948,0.000727349,0.000387281,0.00141109,0.0198871,0.00351499
0.00877947,0.0350672,0.039081,0.0272339,0.00132406,0.0410191,0.0025406,0.00262004,0.000437036,0.00534318,0.0194912,0.000264911,0.0524026,0.00399694,0.007207,0.00346351,0.00165442,0.00299925,0.000355643,0.0343845,0.0394256,0.00215668,0.0759077,0.000264263,0.000118466,0.0522446,0.00419284,0.0472433,0.013435,0.0398969,0.00194686,0.00218655,0.0193257,0.00252193,0.0289654,0.0316899,0.00142267,0.0183889,0.00388882,0.00559201,0.00239227,0.00975854,0.0338023,0.0478188,0.00179794,0.0532079,0.0196169,0.000307464,0.000265765,0.00606862,0.00112448,0.0090705,0.0440069,0.00365031,0.00223676,0.0223751,0.0199555,0.000736052,0.00305588,0.000369498,0.000310243,0.00038859,0.036387,0.000816928
0.0127279,0.0156881,0.0157654,0.0127039,0.0122108,0.0149261,0.0153476,0.0131205,0.0038634,0.0360207,0.0345879,0.00674957,0.0413968,0.00762163,0.0147988,0.0170736,0.0104379,0.0318008,0.0028892,0.0183605,0.0334025,0.0709724,0.0263871,0.00170164,0.00166652,0.0264301,0.0120549,0.0159097,0.0120817,0.0156723,0.00641621,0.0176006,0.0105109,0.0185649,0.0111315,0.0144639,0.0110454,0.0142818,0.00368626,0.00537265,0.0163987,0.040989,0.0204012,0.0165271,0.0209974,0.0170113,0.0106088,0.00299954,0.00972571,0.00979076,0.0134354,0.0123264,0.0152028,0.0195309,0.0125993,0.0100223,0.00251859,0.0143076,0.011523,0.0028929,0.00160737,0.00752351,0.0388184,0.00479818
0.00657357,0.00310637,0.00363635,0.00626702,0.0170951,0.00586119,0.00364197,0.00134858,0.0100821,0.00608867,0.00485186,0.050666,0.0197451,0.00148468,0.00151812,0.00617866,0.00405286,0.00827011,0.00317658,0.00376544,0.00228235,0.00517956,0.00354832,0.00164207,0.0137858,0.0052561,0.00135381,0.00525511,0.00761267,0.0039884,0.00501782,0.00323718,0.00387929,0.000704939,0.0170915,0.00193118,0.0012692,0.00472009,0.44033,0.00244933,0.00380177,0.0112921,0.00785843,0.00366681,0.00298649,0.00286093,0.0275411,0.0128469,0.11899,0.0377545,0.00252169,0.00875628,0.00213461,0.00256098,0.00312707,0.00369975,0.00669238,0.014391,0.00886524,0.00222068,0.00178091,0.00516771,0.00555995,0.00497757
0.00768212,0.00818111,0.00991335,0.00704864,0.0119246,0.0087078,0.0250735,0.0116246,0.00341178,0.0213204,0.0497848,0.0040214,0.0338161,0.0170582,0.00672029,0.0181093,0.00788877,0.0260687,0.00289489,0.0110936,0.026515,0.0362955,0.0192762,0.00073037,0.00118191,0.0213975,0.0100348,0.012257,0.0103713,0.011821,0.0196302,0.02744,0.00523819,0.0423947,0.008648,0.0138049,0.0176696,0.0138815,0.00304979,0.00671426,0.0159315,0.047534,0.010458,0.015296,0.0368745,0.0146728,0.00414986,0.00262269,0.00258361,0.0117786,0.00747003,0.00932568,0.0153228,0.0163052,0.0136067,0.00663997,0.00757831,0.0392843,0.0171386,0.00483148,0.0022644,0.014609,0.070834,0.0121927
0.00556507,0.0182639,0.0314433,0.0154748,0.00418566,0.0129493,0.0218862,0.00518164,0.000674973,0.0100362,0.01617,0.00155609,0.0202436,0.0187294,0.0185894,0.0089925,0.00363312,0.0172887,0.000492688,0.0231613,0.0307072,0.0116525,0.0185038,0.000325733,0.00016182,0.0256827,0.003879,0.0173262,0.00986058,0.0381123,0.00518249,0.0105642,0.0193337,0.0175775,0.0113283,0.0257421,0.00413819,0.0427591,0.00451493,0.0187809,0.00977694,0.0159302,0.10914,0.0325404,0.0206868,0.037705,0.00719133,0.000413917,0.0025445,0.00469098,0.00344135,0.0132252,0.0347959,0.00595605,0.00509494,0.0173644,0.0272965,0.0277474,0.0142806,0.000532635,0.000467023,0.00107875,0.0351732,0.00227492
